"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Y42VYNBQ","journalArticle","2020","Mandracchia, Biagio; Hua, Xuanwen; Guo, Changliang; Son, Jeonghwan; Urner, Tara; Jia, Shu","Fast and accurate sCMOS noise correction for fluorescence microscopy","Nature Communications","","20411723","10.1038/s41467-019-13841-8","","The rapid development of scientific CMOS (sCMOS) technology has greatly advanced optical microscopy for biomedical research with superior sensitivity, resolution, field-of-view, and frame rates. However, for sCMOS sensors, the parallel charge-voltage conversion and different responsivity at each pixel induces extra readout and pattern noise compared to charge-coupled devices (CCD) and electron-multiplying CCD (EM-CCD) sensors. This can produce artifacts, deteriorate imaging capability, and hinder quantification of fluorescent signals, thereby compromising strategies to reduce photo-damage to live samples. Here, we propose a content-adaptive algorithm for the automatic correction of sCMOS-related noise (ACsN) for fluorescence microscopy. ACsN combines camera physics and layered sparse filtering to significantly reduce the most relevant noise sources in a sCMOS sensor while preserving the fine details of the signal. The method improves the camera performance, enabling fast, low-light and quantitative optical microscopy with video-rate denoising for a broad range of imaging conditions and modalities.","2020","2024-06-18 16:53:16","2024-06-18 16:53:16","","1–12","","1","11","","","","","","","","","","","","","","","","","PMID: 31901080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C88X4JRK","conferencePaper","2019","Bianco, Vittorio; Cacace, Teresa; Mandracchia, Biagio; Pagliarulo, Vito; Paturzo, Melania; Ferraro, Pietro","Compact modules for off-axis holography in microfluidics: features and design solutions","Optics and Biophotonics in Low-Resource Settings V","978-1-5106-2380-4","","10.1117/12.2509527","","","2019","2024-06-18 16:53:16","2024-06-18 16:53:16","","28","","","10869","","","","","","","","SPIE","","","","","","","","","ISSN: 16057422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YYRWB696","conferencePaper","2019","Mandracchia, Biagio; Nazzaro, Filomena; Bianco, Vittorio; Rega, Romina; Ferraro, Pietro; Grilli, Simonetta","Assessment of bacteria microencapsulation performance through bio-speckle dynamic analysis","Label-free Biomedical Imaging and Sensing (LBIS) 2019","978-1-5106-2422-1","","10.1117/12.2509440","","Probiotics are microbial species that have been demonstrated to confer benefits to health. In recent years, the use of probiotics in food and health has increased enormously. A sufficient concentration of probiotics in the intestine acts against pathologies such as obesity, diabetes, etc. However, if probiotics are not able to maintain their viability during their transit through the gastro-intestinal apparatus, they cannot act to enhance the immune system. Hence, protection and preservation of probiotics are essential to both food industry and in pharmaceutics. Microencapsulation is one of the most common methods of preservation, applicable to several biological matrices, including probiotics. Whenever food products or pharmaceutical formulations contain microencapsulated probiotics, it is important to quantify the effectiveness of micro-encapsulation as a microbial protection system over the time, e.g. during the shelf life of a functional product containing encapsulated probiotics, conserved in the supermarket, and during gastro-intestinal transit. Here we use bio-speckle decorrelation as a tool for the rapid assessment of microencapsulation effectiveness. Although speckles are often thought as a noise to get rid of, they represent a precious source of information, increasing the sensitivity of image sensors based on coherent illumination. Such information is exploitable to characterize bacterial dynamics in a fast and simple way suitable for applications in food science and industry. Through bio-speckle decorrelation, we quantify the shelf-time of alginate-encapsulated Lactobacillus rhamnosus and Lactobacillus plantarum probiotic bacteria and their survival rate under simulated gastro-intestinal conditions. © 2019 SPIE.","2019","2024-06-18 16:53:16","2024-06-18 16:53:16","","21","","","10890","","","","","","","","SPIE","","","","","","","","","ISSN: 16057422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4KRG9P3","conferencePaper","2019","Mandracchia, Biagio; Hua, Xuanwen; Guo, Changliang; Jia, Shu","Automatic correction of pixel-dependent noise: Towards the ideal sCMOS camera","Optics InfoBase Conference Papers","978-1-943580-54-5","","10.1364/BODA.2019.JW4C.8","","sCMOS cameras are very appealing for fluorescence microscopy but they suffer from high readout noise. We propose a non-iterative, fast, and unsupervised algorithm that erases sCMOS noise without losing the quantitative information of fluorescence signal.","2019","2024-06-18 16:53:16","2024-06-18 16:53:16","","JW4C—-8","","","Part F168-","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYBBLFCQ","conferencePaper","2019","Son, Jeonghwan; Mandracchia, Biagio; Caponegro, Michael D; Tsirka, Styliani Anna E.; Jia, Shu","The gradient and frequency-wise analysis improves wide-field imaging in miniaturized one-photon microscopy","Optics InfoBase Conference Papers","978-1-943580-54-5","","10.1364/BODA.2019.JT4A.21","","The miniaturized one-photon epi-fluorescence microscopy (miniscopy) has emerged as a powerful tool for in vivo functional brain imaging. Here, we report a computational method to improve the image quality of miniscopy.","2019","2024-06-18 16:53:16","2024-06-18 16:53:16","","JT4A—-21","","","Part F168-","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FT622UNS","conferencePaper","2019","Miccio, Lisa; Behal, Jaromir; Mugnano, Martina; Grilli, Simonetta; Mandracchia, Biagio; Merola, Francesco; Memmolo, Pasquale; Ferraro, Pietro","Bio-Lithography by RBC-lenses: DH wavefront evaluation of imprinted structures in Lithium Niobate","Optics InfoBase Conference Papers","978-1-943580-59-0","","","","Unique feature of DH for implementing numerical scanning of the reconstruction distance is used to characterize near-field propagation properties of phase structures imprinted into photorefractive Lithium Niobate crystals by biolenses as Red Blood Cells.","2019","2024-06-18 16:53:16","2024-06-18 16:53:16","","Th1B—-3","","","","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7AREHZH","conferencePaper","2019","Ferraro, Vincenzo; Wang, Zhe; Mandracchia, Biagio; di Maio, Ernesto; Maffettone, Pier Luca; Ferraro, Pietro","3D thin liquid films full-field measurement","Optics InfoBase Conference Papers","978-1-943580-59-0","","","","The dynamics of thin films and bubbles are of great interest in life sciences. Here we show an innovative holographic technique to evaluate the 3D topography and its temporal evolution in these systems.","2019","2024-06-18 16:53:16","2024-06-18 16:53:16","","W1B—-4","","","","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKJSB3GZ","conferencePaper","2019","Ferraro, Vincenzo; Wang, Zhe; Mandracchia, Biagio; Di Maio, Ernesto; Maffettone, Pier Luca; Ferraro, Pietro","Holographic imaging for 3D visualization and metrology of liquid bubbles","Optics InfoBase Conference Papers","978-1-943580-63-7","","10.1364/ISA.2019.ITu2B.1","","Computation tools allow to enforce 3D imaging through thus making digital holography a powerful metrology instrument in science and technology of liquid bubbles and films.","2019","2024-06-18 16:53:16","2024-06-18 16:53:16","","ITu2B—-1","","","Part F157-","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8UYQ7W9","conferencePaper","2019","Miccio, Lisa; Behal, Jaromir; Mugnano, Martina; Grilli, Simonetta; Mandracchia, Biagio; Merola, Francesco; Memmolo, Pasquale; Ferraro, Pietro","Writing in Photorefractive crystals by bio-lenses","2019 Conference on Lasers and Electro-Optics Europe & European Quantum Electronics Conference (CLEO/Europe-EQEC)","","","","","","2019","2024-06-18 16:53:17","2024-06-18 16:53:17","","1","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QBVHWDB","conferencePaper","2019","Bianco, Vittorio; Miccio, Lisa; Memmolo, Pasquale; Merola, Francesco; Mandracchia, Biagio; Cacace, Teresa; Mugnano, Martina; Paturzo, Melania; Villone, M.; Maffettone, P. L.; Ferraro, Pietro","3D imaging in microfluidics: new holographic methods and devices","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","978-1-5106-2392-7","","10.1117/12.2509581","","© COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only. In global healthcare and point-of-care diagnostics there is an increasing request of medical equipment with devices able to provide fast and reliable testing for clinical diagnosis. In developing countries that lack of adequate facilities, this need is even more urgent. Lab-on-a-Chip devices have undergone a great growth during the last decade, supported by optical imaging techniques more and more refined. Here we present recent progresses in developing imaging tools based on holographic microscopy that can be very useful when applied into bio-microfluidics. Digital Holography (DH) is label-free, non-invasive, potentially high-throughput and, above all, quantitative. We show the recent advancements of DH in transmission microscopy mode, when this is applied to microfluidics to yield 3D imaging capabilities. Holographic flow cytometry through quantitative phase imaging and in-flow tomography for the analysis and manipulation of micro-particles and cells will be shown [1-3]. Medical diagnostic applications based on DH will be also shown. Moreover, we present a portable common-path holographic microscope embedded onboard a microfluidic device that paves the way to the application of DH on the field [4].","2019","2024-06-18 16:53:17","2024-06-18 16:53:17","","29","","","10875","","","","","","","","","","","","","","","","","ISSN: 16057422","","","","Phase-contrast imaging; Holography; Lab-on-chip; Microfluidics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4GWJCWZ","conferencePaper","2019","Bianco, Vittorio; Mandracchia, Biagio; Nazzaro, Filomena; Rega, Romina; Ferraro, Pietro; Grilli, Simonetta","Detection of self-propelling bacteria by speckle correlation assessment and applications to food industry","Proceedings of SPIE - The International Society for Optical Engineering","978-1-5106-2799-4","","10.1117/12.2527416","","© COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only. Bacteria are often associated with the insurgence of diseases and many efforts have been made to develop methods for accurate identification of bacteria in food for industry and new generation smart farms. On the other hand, there is a wide category of ""good"" bacteria that are used in food and pharmaceutic industry. In particular, probiotics are microbial species that have been demonstrated to confer benefits to health, acting against pathologies such as obesity, diabetes, etc. Probiotics have to maintain their viability during their transit through the gastro-intestinal apparatus in order to act to enhance the immune system. The use of alginate microcapsules is one of the most common methods of preservation, applicable to several biological matrices, including probiotics. Here we use bio-speckle decorrelation as a tool for the rapid assessment of microencapsulation effectiveness. Although speckles are often thought as a source of noise, these can be fruitfully used to increase the sensitivity of coherent imaging sensors. Thus, it is possible to characterize bacteria motion and to use it as a contrast agent for applications in food science and industry. Through bio-speckle decorrelation, we detect the presence of bacteria in food without any chemical analysis. Moreover, we quantify the shelf-time of alginate-encapsulated Lactobacillus rhamnosus and Lactobacillus plantarum probiotic bacteria and their survival rate under simulated gastro-intestinal conditions.","2019","2024-06-18 16:53:17","2024-06-18 16:53:17","","6","","","11060","","","","","","","","","","","","","","","","","ISSN: 1996756X","","","","Bacteria; Bio-speckle; Food; Health; Microencapsulation; Probiotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRU4CWP5","journalArticle","2019","Miccio, Lisa; Behal, Jaromir; Mugnano, Martina; Memmolo, Pasquale; Mandracchia, Biagio; Merola, Francesco; Grilli, Simonetta; Ferraro, Pietro","Biological Lenses as a Photomask for Writing Laser Spots into Ferroelectric Crystals","ACS Applied Bio Materials","","25766422","10.1021/acsabm.9b00569","","Red blood cells on the surface of a lithium niobate crystal can be used as optical lenses for direct writing of laser-induced refractive index changes. The writing process by such a photomask made of biological lenses is due to the photorefractive effect. Wavefront analysis by a digital holographic microscope is performed for deep and accurate evaluation of local refractive index changes. Different focusing properties can be imprinted on the crystal depending on which type of RBC is employed, discocytes or spherical-like RBCs. The possibility to fix into a solid material the optical fingerprint of the RBCs will have an impact on both diagnostics and cell\material interfacing.","2019","2024-06-18 16:53:17","2024-06-18 16:53:17","","4675–4680","","11","2","","","","","","","","","","","","","","","","","PMID: 35021464","","","","biolenses; digital holography; photolithography; photorefractive effect; RBC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G49HBL8H","journalArticle","2019","Mandracchia, Biagio; Wang, Zhe; Ferraro, Vincenzo; Villone, Massimiliano Maria; Di Maio, Ernesto; Maffettone, Pier Luca; Ferraro, Pietro","Quantitative imaging of the complexity in liquid bubbles' evolution reveals the dynamics of film retraction","Light: Science and Applications","","20477538","10.1038/s41377-019-0131-4","https://arxiv.org/abs/1809.08080","The dynamics and stability of thin liquid films have fascinated scientists over many decades. Thin film flows are central to numerous areas of engineering, geophysics, and biophysics and occur over a wide range of lengths, velocities, and liquid property scales. In spite of many significant developments in this area, we still lack appropriate quantitative experimental tools with the spatial and temporal resolution necessary for a comprehensive study of film evolution. We propose tackling this problem with a holographic technique that combines quantitative phase imaging with a custom setup designed to form and manipulate bubbles. The results, gathered on a model aqueous polymeric solution, provide unparalleled insight into bubble dynamics through the combination of a full-field thickness estimation, three-dimensional imaging, and a fast acquisition time. The unprecedented level of detail offered by the proposed methodology will promote a deeper understanding of the underlying physics of thin film dynamics.","2019","2024-06-18 16:53:17","2024-06-18 16:53:17","","1–12","","1","8","","","","","","","","","","","","","","","","","Publisher: Springer US _eprint: 1809.08080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZPPCZPH","journalArticle","2019","Son, Jeonghwan; Mandracchia, Biagio; Caponegro, Michael D.; Tsirka, Stella E.; Jia, Shu","BSSE: An open-source image processing tool for miniaturized microscopy","Optics Express","","10944087","10.1364/oe.27.017620","","© 2019 Optical Society of America under the terms of the OSA Open Access Publishing Agreement Single-photon-excitation-based miniaturized microscope, or miniscope, has recently emerged as a powerful tool for imaging neural ensemble activities in freely moving animals. In the meanwhile, this highly flexible and implantable technology promises great potential for studying a broad range of cells, tissues and organs. To date, however, applications have been largely limited by the properties of the imaging modality. It is therefore highly desirable for a method generally applicable for processing miniscopy images, enabling and extending the applications to diverse anatomical and functional traits, spanning various cell types in the brain and other organs. We report an image processing approach, termed BSSE, for background suppression and signal enhancement for miniscope image processing. The BSSE method provides a simple, automatic solution to the intrinsic challenges of overlapping signals, high background and artifacts in miniscopy images. We validated the method by imaging synthetic structures and various biological samples of brain, tumor, and kidney tissues. The work represents a generally applicable tool for miniscopy technology, suggesting broader applications of the miniaturized, implantable and flexible technology for biomedical research.","2019","2024-06-18 16:53:17","2024-06-18 16:53:17","","17620","","13","27","","","","","","","","","","","","","","","","","PMID: 31252719","","C:\Users\biagi\Zotero\storage\SARAP2RT\Son et al._Optics express_2019_BSSE An open-source image processing tool for miniaturized microscopy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CQSZ6NQ","journalArticle","2019","Mandracchia, Biagio; Palpacuer, Julie; Nazzaro, Filomena; Bianco, Vittorio; Rega, Romina; Ferraro, Pietro; Grilli, Simonetta","Biospeckle Decorrelation Quantifies the Performance of Alginate-Encapsulated Probiotic Bacteria","IEEE Journal of Selected Topics in Quantum Electronics","","21910359","10.1109/JSTQE.2018.2836941","","In recent years, the use of probiotics in food and health has increased so much that usually market offers several functional fermented food or nutraceuticals containing probiotics, often also associated to prebiotics. Both in food industry and in pharmaceutics, it is very important the development and use of methodologies that quickly allow a precise overview about the microbial population present in a specific biological matrix, and to monitor over time any changes that it may undergo. In this paper, we propose biospeckle decorrelation as a tool for the fast evaluation of the effectiveness of microencapsulation as a preservation system. Although speckle grains are often treated as an impairment for imaging, they represent a precious source of information. Such information is rich enough to characterize bacterial dynamics in a fast and simple way suitable for applications in food science and industry. In fact, here we show that through biospeckle decorrelation it is possible to quantify the shelf-time of alginate-encapsulated probiotic bacteria and their survival rate under simulated gastrointestinal conditions.","2019","2024-06-18 16:53:17","2024-06-18 16:53:17","","1–6","","1","25","","","","","","","","","","","","","","","","","Publisher: IEEE","","","","Biophotonics; food industry; food products; measurement techniques","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RA6544NC","conferencePaper","2019","Merola, F; Mandracchia, B; Miccio, L; Memmolo, P; Bianco, V; Mugnano, M; Maffettone, P L; Villone, M; Di Maio, E; Ferraro, V; Wang, Z.; Pagliarulo, V.; Grilli, S.; Ferraro, P.","Recent advancements and perspective about digital holography: A super-tool in biomedical and bioengineering fields","Conference Proceedings of the Society for Experimental Mechanics Series","978-3-319-97480-4","","10.1007/978-3-319-97481-1_32","","Digital holographic microscopy (DHM) has become a technique utilized widely for sample inpection, having many applications in different fields of science and technology. The capability for recovering the complex amplitude distribution scattered by the sample permits numerical refocus after acquisition and quantitative phase imaging. These are two of the features that make DHM a very versatile microscopy technique. The standard DHM system is based on a Mach– Zehnder interferometer that can be configured for operating in transmission or reflection modes, working in either the in-line or off-axis architecture. With the benefit of such special characteristics, DHM is used in basic research as much in the industry. Here we review some of the recent advancements for the label-free inspection of biological samples and the study of thin films.","2019","2024-06-18 16:53:17","2024-06-18 16:53:17","","235–241","","","12","","","","","","","","Springer International Publishing Cham","","","","","","","","","ISSN: 21915652","","","","Microfluidics; 3D tracking; Digital holography; Microscopy; Tomography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7GFM267","conferencePaper","2018","Mandracchia, B; Bianco, V; Paturzo, M; Ferraro, P","Optofluidic microscopy by wavefront division holographic interferometer on chip","Optics InfoBase Conference Papers","978-1-943580-44-6","","10.1364/3D.2018.JM4A.1","","We embed coherent imaging functionalities onboard a pocket Lab-on-a-Chip device. A pocket module that allows performing off-axis Digital Holography microscopy with no need for an interferometer setup is designed and tested for the scope.","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","JM4A—-1","","","Part F95-3","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8R2LNU5","conferencePaper","2018","Mandracchia, Biagio; Wang, Zhe; Ferraro, Vincenzo; Di Maio, Ernesto; Maffettone, Pier Luca; Ferraro, Pietro","Holographic phase imaging for full-field thickness mapping of evolving thin liquid films","Optics InfoBase Conference Papers","978-1-943580-44-6","","10.1364/DH.2018.DW5F.4","","The dynamics of thin liquid films are of great interest to industrial processes and life science. Here we propose a holographic system for the evaluation of the 3D topography and thickness of evolving thin liquid film.","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","DW5F—-4","","","Part F100-","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGGTGDU7","conferencePaper","2018","Mandracchia, B; Bianco, V; Paturzo, M; Ferraro, P","Compact solutions for off-axis holography in optofluidics","Optics InfoBase Conference Papers","978-1-943580-44-6","","10.1364/DH.2018.DW5F.1","","The state-of-the-art fabrication of micro-optics gives the opportunity to embed complex optical devices in small spaces. Here we show a compact interferometer on a commercial plastic chip for off-axis Digital Holography microscopy.","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","DW5F—-1","","","Part F100-","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHX9T5KK","conferencePaper","2018","Merola, Francesco; Bianco, Vittorio; Memmolo, Pasquale; Miccio, Lisa; Mandracchia, Biagio; Ferraro, Pietro; Paturzo, Melania","Detection and sorting of microplastics in marine environment by new imaging tools","Speckle 2018: VII International Conference on Speckle Metrology","978-1-5106-2297-5","","10.1117/12.2319400","","Digital holographic microscopy (DHM) has proved to be a powerful imaging tool for identifying, analysing and reconstructing the 3D shape of cells and small organisms in their natural environment. In fact, DHM has the advantage, compared to other imaging techniques, to be a non-intrusive, non-destructive and label-free method for in situ measurements. This makes holography the most suitable tool for underwater imaging, where many of the species under investigation are very fragile and can be damaged. In particular, we built up an optofluidic platform based on DHM able to perform such analysis in microfluidic environment, i.e. in dynamic conditions and also in case of a turbid medium. In this work, we take advantage of this technique to identify, sort and reconstruct the morphology of different classes of microplastics (e.g. PVC, PET, PP, etc.) dispersed in water, which are among the major pollutants in the ocean, and to provide an effective assessment of their abundance. By adopting special algorithms for numerical processing of the acquired images, we try to separate the plastics from other materials, such as organic debris (shell fragments, animals parts, diatoms, etc.) and other items (metal paint coatings, tar, glass, etc.). © 2018 SPIE.","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","60","","","10834","","","","","","","","SPIE","","","","","","","","","ISSN: 1996756X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J98PS2P4","conferencePaper","2018","Bianco, Vittorio; Mandracchia, Biagio; Wang, Zhe; Paturzo, Melania; Ferraro, Pietro","Wavefront division off-axis digital holography microscopy on chip","Speckle 2018: VII International Conference on Speckle Metrology","978-1-5106-2297-5","","10.1117/12.2319306","","","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","54","","","10834","","","","","","","","SPIE","","","","","","","","","ISSN: 1996756X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DETM9DK5","conferencePaper","2018","Wang, Zhe; Mandracchia, Biagio; Ferraro, Pietro; Ferraro, Vincenzo; Di Maio, Ernesto; Maffettone, Pier Luca; Chen, Wei Chung; Fried, Eliot","Fast and Accurate Thickness Mapping of Liquid Bubbles and Thin Protein Films","MARSS 2018 - International Conference on Manipulation, Automation and Robotics at Small Scales","978-1-5386-4841-4","","10.1109/MARSS.2018.8481180","","The thickness of thin liquid films is of great interest to industrial processes and life science. Here we propose a holographic system for the evaluation of the 3D topography and thickness of evolving thin liquid film.","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","1–5","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KF3HHS7Z","conferencePaper","2018","Wang, Zhe; Mandrachia, Biagio; Ferraro, Vincenzo; Di Maio, Ernesto; Maffettone, Pier Luca; Jiang, Zhuqing; Ferraro, Pietro","Thin-film drainage study based on holographic 3D particle tracking","Optics InfoBase Conference Papers","978-1-943580-44-6","","10.1364/3D.2018.JM4A.25","","Thin-film drainage process has been studied by a digital holographic recording system. In this study, trajectories of three particles inside a bubble film are revealed by holographic 3D tracking during the bubble growth.","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","JM4A—-25","","","Part F95-3","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CP5WBI8","conferencePaper","2018","Wang, Zhe; Mandrachia, Biagio; Bianco, Vittorio; Memmolo, Pasquale; Jiang, Zhuqing; Ferraro, Pietro","Holographic 3D particle tracking based on numerical diffraction propagation and correlation recognition","Optics InfoBase Conference Papers","978-1-943580-44-6","","10.1364/3D.2018.JM4A.21","","A holographic 3D particle tracking method based on numerical diffraction propagation and correlation recognition is applied on film drainage analysis and red blood cells counting. Location of particles in different depth layers are revealed accurately.","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","JM4A—-21","","","Part F95-3","","","","","","","","Optica Publishing Group","","","","","","","","","ISSN: 21622701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYI4QCTD","journalArticle","2018","Mandracchia, Biagio; Gennari, Oriella; Bramanti, Alessia; Grilli, Simonetta; Ferraro, Pietro","Label-free quantification of the effects of lithium niobate polarization on cell adhesion via holographic microscopy","Journal of Biophotonics","","18640648","10.1002/jbio.201700332","http://doi.wiley.com/10.1002/jbio.201700332","The surface of a c− cut ferroelectric crystal at room temperature is characterized by the so-called screening surface charges, able to compensate the charge due to the spontaneous polarization. Recently, these charges inspired the investigation of the interaction affinity of live cells with lithium niobate and lithium tantalate crystals. However, different knowledge gaps still remain that prevent a reasonable application of these materials for biological applications. Here, a label-free holographic total internal reflection microscopy is shown; the technique is able to evaluate quantitatively the contact area of live fibroblast cells adhering onto the surface of a ferroelectric lithium niobate crystal. The results show values of contact area significantly different between cells adhering onto the positive or negative face of the crystal. This reinforces the reasons for using the polarization charge of these materials to study and/or control cellular processes and, thus, to develop an innovative platform based on polar dielectric functional substrates.","2018-08","2024-06-18 16:53:17","2024-06-18 16:53:17","","e201700332","","8","11","","","","","","","","","","","","","","","","","Publisher: Wiley-Blackwell PMID: 29405583","","","","lithium niobate; NIH-3T3 adhesion; quantitative phase imaging; spontaneous polarization; total internal reflection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V694F99N","journalArticle","2018","Mecozzi, L.; Gennari, O.; Coppola, S.; Olivieri, F.; Rega, R.; Mandracchia, B.; Vespini, V.; Bramanti, A.; Ferraro, P.; Grilli, S.","Easy Printing of High Viscous Microdots by Spontaneous Breakup of Thin Fibers","ACS Applied Materials and Interfaces","","19448252","10.1021/acsami.7b17358","","Electrohydrodynamic jetting is emerging as a successful technique for printing inks with resolutions well beyond those offered by conventional inkjet printers. However, the variety of printable inks is still limited to those with relatively low viscosities (typically <20 mPa s) due to nozzle clogging problems. Here, we show the possibility of printing ordered microdots of high viscous inks such as poly(lactic-co-glycolic acid) (PLGA) by exploiting the spontaneous breakup of a thin fiber generated through nozzle-free pyro-electrospinning. The PLGA fiber is deposited onto a partially wetting surface, and the breakup is achieved simply by applying an appropriate thermal stimulation, which is able to induce polymer melting and hence a mechanism of surface area minimization due to the Plateau-Rayleigh instability. The results show that this technique is a good candidate for extending the printability at the microscale to high viscous inks, thus extending their applicability to additional applications, such as cell behavior under controlled morphological constraints.","2018","2024-06-18 16:53:17","2024-06-18 16:53:17","","2122–2129","","2","10","","","","","","","","","","","","","","","","","Publisher: American Chemical Society PMID: 29278322","","C:\Users\biagi\Zotero\storage\SSSM7HLC\Mecozzi et al._ACS Applied Materials and Interfaces_2018_Easy Printing of High Viscous Microdots by Spontaneous Breakup of Thin Fibers.pdf","","microdots; microprinting; polymers; pyro-electrospinning; thin liquids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
